album,album_id,artist,artist_id,duration_ms,id,name,popularity,acousticness,danceability,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,valence
1984 (Remastered),3REUXdj5OPKhuDTrTtCBU0,Van Halen,2cnMpRsOVqtPMfq7YiFE6K,282746,6QDbGdbJ57Mtkflsg42WV5,Hot for Teacher - 2015 Remaster,69,0.000652,0.551,0.947,0.000257,2,0.0637,-4.671,1,0.152,127.657,0.466
Best Of (Remastered),0nNcvYfLnlpw3YGj4ka1QO,Stratovarius,1O8CSXsPwEqxcoBE360PPO,341000,6v3UX3KGvhYwphqipOO84l,Black Diamond - Remastered 2016,54,8.82e-05,0.388,0.991,0.0716,1,0.0804,-5.934,0,0.0775,149.89,0.236
The God Machine,2OgISomK2lsnOSvyGP0Cpt,Steel Prophet,4v1a1bQxKeJh5afZEJAzjg,201719,0s9tecYETp3GUGQkVqOcwf,The God Machine,39,5.78e-06,0.45,0.97,1.58e-05,2,0.329,-3.378,1,0.0895,140.082,0.444
Fields of Verdun,5ova3kqZbYy26SI5uXE6cO,Sabaton,3o2dn2O0FCVsWDFSh8qxgG,197413,0xlbc12D0xUNTM2QeS56kh,Fields of Verdun,54,0.00323,0.541,0.986,0.0,0,0.105,-5.315,1,0.103,96.954,0.484
Brother of the Storm,3lLA3FMglcgPttcLCUEUuU,Grand Magus,7GTkjp7qsfmx8iJzBUQLmN,195840,16xgTpD2IK6HNxnYOhuAGn,Brother of the Storm,23,0.000558,0.448,0.78,0.000724,5,0.152,-7.635,1,0.0606,136.732,0.611
Overkill (Deluxe Edition),3xqjaGS3zK0WQPLg6Qdb50,Motörhead,1DFr97A9HnbV3SKTJFu62M,313520,1Krtfh550kyhfWPcRp6SnD,Overkill,62,7.5e-06,0.27,0.886,0.0243,11,0.0899,-6.899,1,0.117,119.285,0.192
Hephaistos,0DIvSc4l7bbgBlpi479nQI,Warkings,7DXUeaMULtMVFmmaKFzH3E,246546,29pGGSryvaKUklXcCkpiBI,Hephaistos,13,0.00354,0.452,0.942,0.0,0,0.24,-4.308,1,0.0572,76.996,0.319
The Fairies Dance,1sdcE2Sl6vbPR3mkHNOalB,Tungsten,529eA6ZaD8bWorDonM2wnm,237744,2va05YoGLMgWLiVnQJFOQa,The Fairies Dance,34,0.00616,0.548,0.887,0.0,5,0.432,-4.187,0,0.0331,133.04,0.38
3 Men Walk on the Moon,4rPAvbbXYkzK9zuql21H7s,Vision Divine,5L6lO4X5v3GJpTkBg1BdW2,310013,2zYcfQV2kutMnIaZzQQqny,3 Men Walk on the Moon,38,0.000636,0.304,0.959,0.0145,1,0.0961,-5.773,0,0.105,198.018,0.206
Lights Out,5oVyf9DasQyUNWdfaAcbHO,Devil's Gun,0Exxs1Je3goNeVwT6yrfFV,227000,35UdpmtBtUflu9prKpYoUN,Lights Out,33,0.0179,0.513,0.9,0.0,8,0.0369,-6.008,1,0.0589,139.915,0.539
Thrashed Relentlessly,5FxRyGixHr8bDOqzMrZTPN,Steel Prophet,4v1a1bQxKeJh5afZEJAzjg,276387,3XokOULwGwaf27LYcyAzxe,Thrashed Relentlessly,26,4.13e-05,0.373,0.976,0.0,2,0.302,-3.405,1,0.128,160.035,0.512
Disconnection System,06T5oyinDALObw3tXT0f1I,Warrel Dane,1qrGnVZhEO4vX3ahn4RY1r,359021,3swE0cHUYgkMRNFv73aBQn,Disconnection System,27,6.45e-06,0.209,0.922,0.13,2,0.332,-6.238,1,0.108,110.013,0.0941
Machine Head (Remastered),32NQ56VZDTXSH3SMv4XSGN,Deep Purple,568ZhdwyaiCyOGJRtNYhWf,366136,3uMmllZo1AfoEnVT4ENCD3,Highway Star - Remastered 2012,69,0.135,0.307,0.909,0.0336,9,0.125,-7.08,0,0.0574,173.674,0.443
One Against the World,4d7NQQENJS4WGxAJrBtK1y,Hammerfall,2o18h28enlHxj887tATc58,233293,4BTZzAEhxCJi7tEKfAFpiw,One against the World,15,2.41e-05,0.269,0.884,1.78e-05,2,0.0683,-5.784,1,0.111,100.027,0.176
Love is Gonna Get You Killed,2eKvO8SeApDc4id1XahaiC,Axxis,2kGeYVloFXuKXgXnhQTcIT,239160,4BopOUl5fmRZHrjKIR2L3S,Love is Gonna Get You Killed,31,0.00361,0.531,0.936,0.00114,9,0.681,-5.883,1,0.0427,130.012,0.366
Gloryhammer,2HJFrpR304ZxZ4CPQK1ws2,Gloryhammer,7dkEByOe0oHqc54qU4hwzV,300320,4HA34COgxgVJ6zK88UN4Ik,Gloryhammer,21,0.000182,0.517,0.916,0.00191,0,0.306,-4.933,1,0.0559,135.996,0.444
Paranoid (Remastered),7DBES3oV6jjAmWob7kJg6P,Black Sabbath,5M52tdBnJaKSvOpJGz8mfZ,474400,4eZDMbQm12jmaTFT6fOBwo,War Pigs,8,0.118,0.445,0.612,0.00661,9,0.175,-12.025,1,0.0589,91.732,0.497
Built To Last,5ye0oAOhUhP5C6AePpIXyW,Hammerfall,2o18h28enlHxj887tATc58,277922,0KFQRMhNn8Vmh2khlKwxhn,Hammer High,41,0.000157,0.395,0.934,0.0,7,0.153,-2.949,1,0.0933,180.04,0.195
Metallica,2Kh43m04B1UkVcpcRa1Zug,Metallica,2ye2Wgw4gimLv2eAKyk1NB,323933,1PhLYngBKbeDtdmDzCg3Pb,Sad But True,69,0.000819,0.633,0.846,0.00139,7,0.0762,-6.347,1,0.0337,89.23,0.448
Shout At The Devil,2BCI4Oj05SiqooWWBqUqjT,Mötley Crüe,0cc6vw3VN8YlIcvr1v7tBL,195853,1hqrYSqvNc9x3BETX1cZhk,Shout At The Devil,68,0.02,0.489,0.953,0.00021,0,0.113,-4.615,1,0.0858,94.443,0.447
Blizzard of Ozz (Expanded Edition),6aGfK3YpRxZ1rJfaNRckLH,Ozzy Osbourne,6ZLTlhejhndI4Rh53vYhrY,296200,2b9lp5A6CqSzwOrBfAFhof,Crazy Train,78,0.361,0.453,0.906,0.000569,9,0.26,-4.001,1,0.115,137.575,0.473
Van Halen (Remastered),7DdEbYFPKTZ8KB4z6L4UnQ,Van Halen,2cnMpRsOVqtPMfq7YiFE6K,102080,2tAeN2TKlQLOoSPXtARzBV,Eruption - 2015 Remaster,65,0.469,0.225,0.689,0.813,8,0.337,-9.12,1,0.0555,93.798,0.5
Somewhere In Time,6Iqmuo6t66LmiO3al7U8ZD,Iron Maiden,6mdiAmATAx73kdxrNrnlao,307573,4PSiPZp8MYMDZzuBhCLgc6,Wasted Years - 1998 Remaster,9,0.0605,0.242,0.953,3.38e-05,4,0.135,-5.555,0,0.115,153.738,0.342
British Steel,5bqtZRbUZUxUps8mrO9tGY,Judas Priest,2tRsMl4eGxwoNabM08Dm4I,153840,2RaA6kIcvomt77qlIgGhCT,Breaking the Law,71,0.024,0.362,0.961,9.35e-06,2,0.159,-5.664,1,0.0857,164.019,0.491
Ride The Lightning (Deluxe / Remastered),5nBU21L37aHEOEjoXV6g8O,Metallica,2ye2Wgw4gimLv2eAKyk1NB,309973,2S7dIlkIskYF2mv1R66O1m,For Whom The Bell Tolls - Remastered,7,0.00563,0.518,0.858,0.00349,0,0.0598,-6.147,1,0.0672,117.897,0.249
...And Justice For All,1g6sOo7YGM9Sw07EIEDLKA,Metallica,2ye2Wgw4gimLv2eAKyk1NB,447440,0kUBk3PnCat4oPvTlNsStp,One,11,0.00111,0.437,0.695,0.0857,7,0.124,-9.447,1,0.0617,102.178,0.413
Heaven & Hell,0Dj2B19o99FcJii6aPvMTr,Black Sabbath,5M52tdBnJaKSvOpJGz8mfZ,417840,3HzWxmvpQU3QHQ59zw1X4V,Heaven and Hell - 2009 Remaster,63,0.00858,0.333,0.445,0.0451,3,0.167,-16.343,0,0.0283,89.371,0.35
Master of Reality (2009 Remastered Version),3kBG6q0aXKxzn01wKTwZr5,Black Sabbath,5M52tdBnJaKSvOpJGz8mfZ,314720,3ZuVfQriS93y6ofwbIf7lp,Children of the Grave,64,0.0706,0.311,0.658,0.104,6,0.093,-13.529,1,0.0406,151.813,0.353
Paranoid (Remastered),7DBES3oV6jjAmWob7kJg6P,Black Sabbath,5M52tdBnJaKSvOpJGz8mfZ,354773,4HzdhXWJqczW6gOIXT6QRH,Iron Man,9,0.00344,0.338,0.767,0.00318,9,0.0384,-11.51,1,0.0742,154.97,0.516
The Number Of The Beast (1998 Remastered Edition),6q5MEna6Fg46powSoeZJe3,Iron Maiden,6mdiAmATAx73kdxrNrnlao,291373,1s4Ie0cT6P73SRSfh3oyGW,The Number Of The Beast - 1998 Remastered Version,13,0.0189,0.42,0.93,0.00675,2,0.264,-5.583,0,0.0638,99.641,0.344
The Number Of The Beast (1998 Remastered Edition),6q5MEna6Fg46powSoeZJe3,Iron Maiden,6mdiAmATAx73kdxrNrnlao,233960,2JS1iE5A5RHvUPH5Zl9jlF,Run to the Hills - 1998 Remastered Version,18,0.0103,0.221,0.956,0.000523,0,0.195,-4.641,1,0.0876,173.254,0.432
Kill Or Get Killed,6pFMMYR5B72Jx3vy5qyLy1,Iron Savior,6COmyouHXwCeIGS1IFd1PA,263373,2NupQZzmVNeDtI3aNTykH8,Stand Up And Fight,6,1.65e-05,0.272,0.988,0.0048,2,0.484,-4.03,1,0.166,109.043,0.0722
Kill 'Em All,6FMPDVTm8l5IrEQla46VQl,Metallica,2ye2Wgw4gimLv2eAKyk1NB,415400,1LDAh7QQnWvp3GJ9QDa1Pj,Seek & Destroy,7,0.0638,0.461,0.95,0.0149,9,0.211,-6.189,1,0.179,140.77,0.535
Steelfactory,5wQcC9Wbwalmy7fz7IekQP,U.D.O.,2aWjaq32aRQo58dw0w8NM6,296316,0XJ91I6smUYRzRCGbU2N4b,One Heart One Soul,43,0.000323,0.48,0.857,0.00117,7,0.118,-5.984,1,0.0471,98.037,0.371
Fear Of The Dark (1998 Remastered Edition),6NWFRuPH02C5mBf909pQ26,Iron Maiden,6mdiAmATAx73kdxrNrnlao,436826,0P4JuEXYJmu2Q7BTtQW5nR,Fear Of The Dark - 1998 Remastered Version,13,0.000762,0.302,0.815,0.00034,2,0.0959,-8.756,0,0.0582,109.937,0.251
Enigma: Intermission 2,1fUsf3fiPFIhHiSITxmJXb,Stratovarius,1O8CSXsPwEqxcoBE360PPO,261300,4hWKAvEi22LYDNonXgXWYA,Enigma,17,2.54e-05,0.484,0.951,0.00023,7,0.376,-7.58,0,0.0809,125.031,0.33
Force Majeure,5eTz3POhcf7hVr2kh47dP0,Gus G.,6LEttL8kbm67tcEy84Qh5O,239141,4w6GKkwtaw8x5MQ3l3cPPn,Force Majeure,39,2.79e-05,0.376,0.926,0.846,2,0.384,-5.102,0,0.0962,142.158,0.232
Hexenhammer,4SoLzjwRRO7rcJQcu7gL43,Burning Witches,0eNuNAhL4dW2nvKbSe2mS8,402909,54w67mQkNwNYXfHfsk5cqx,Hexenhammer,0,0.000411,0.439,0.966,0.042,10,0.252,-3.94,1,0.0611,165.161,0.603
A Little Less Understanding,0nVY9SmwDW0saEamZL2Gky,Sonata Arctica,5YeoQ1L71cXDMpSpqxOjfH,255560,56hGZKZBM555xa7QNxdWYB,A Little Less Understanding,38,0.0472,0.34,0.971,0.798,2,0.814,-4.436,1,0.12,169.904,0.206
Rust In Peace,0qaLL09EtF1hiUis7PRvaJ,Megadeth,1Yox196W7bzVNZI7RBaPnf,391395,5LyRtsQLhcXmy50VXhQXXS,Holy Wars...The Punishment Due - Remastered 2004,66,0.00177,0.325,0.985,0.107,11,0.351,-3.941,1,0.151,125.307,0.221
Immortal Bind,1m64CdhfePADLGKdzSC1gh,ANTHEM,67BObUWOkPPGftw3ITCHXH,271786,5kBqtkSSlOUXcwNYLlFPsZ,Immortal Bind,16,7.34e-05,0.407,0.966,0.0,10,0.0547,-4.305,1,0.0828,164.996,0.436
Roaring Thunder,3ZAB8emo6sAhOnaj88jW56,Iron Savior,6COmyouHXwCeIGS1IFd1PA,261920,6MaQ8Ve4cRql7lxDgpicLG,Roaring Thunder,33,0.000196,0.375,0.984,9.89e-05,2,0.753,-4.348,1,0.106,190.954,0.235
Death by Design,4uaOVHeCyMjxq2nSKHVLV0,Diamond Head,3z3KnhKZObj216IgfHYGVf,283720,6SvjyJTHQiE0hNtW8onMuR,Death by Design,35,3.8e-05,0.17,0.989,0.544,1,0.0725,-3.333,1,0.133,94.465,0.343
Origami,3wXOmj8XSvs56x6AbR9CQf,SOTO,5TBX5g6a0e12H3d0jnsa44,307412,7aCCIXhQTBqP9Fn4sXzfLZ,Origami,26,0.000116,0.465,0.997,0.00298,3,0.243,-3.283,0,0.134,154.992,0.46
Realms of Time,7sXhcBUEFHTtaRDkWccpyK,Diviner,7kMNJQdOwnb5V30mkqg62S,267365,7gwUD9n5HyUYbLI1vVlVHg,Against the Grain,32,0.000134,0.542,0.974,0.0576,7,0.315,-5.198,1,0.0542,101.973,0.0815
Queen of Destruction,2KtbxYRlslhO2c8y7KsXU7,Devil's Gun,0Exxs1Je3goNeVwT6yrfFV,197600,7rN78eusaGokFDkNGo4giB,Queen of Destruction,31,0.00257,0.476,0.876,0.000214,8,0.0585,-5.28,0,0.0423,83.424,0.464
Holy Diver,1QJmLRcuIMMjZ49elafR3K,Dio,4CYeVo5iZbtYGBN4Isc3n6,340640,54yLLvpezvPO1lA3GspiZj,Holy Diver,67,0.0125,0.473,0.783,0.475,10,0.268,-10.671,0,0.0869,91.976,0.124
Firesign,7wAZw2X4YY7dCYR10aktwx,Dynazty,5deRBvKxJssHVa9n6B7tWV,241546,5yOq42N3hcuYMWDwRKA4OS,The Grey,45,0.000262,0.533,0.944,0.0,5,0.0644,-4.953,0,0.0601,134.949,0.333
Powerslave (1998 Remastered Edition),4hFcwazEjeg3gJEu0AuxM7,Iron Maiden,6mdiAmATAx73kdxrNrnlao,359760,6aYXSH9JZrD30Av2KlAOMY,2 Minutes to Midnight - 1998 Remaster,9,0.000275,0.459,0.953,0.000305,4,0.141,-6.518,0,0.066,95.074,0.517
FIREPOWER,7p3G0OCxtlWyJcPE1FxnyB,Judas Priest,2tRsMl4eGxwoNabM08Dm4I,209453,6qopop1Rc9r1RjEIBQhc8d,Lightning Strike,55,1.69e-05,0.521,0.915,0.43,9,0.065,-5.705,0,0.0544,112.507,0.336
Blessed & Posessed,4tR4qxHhTvTDt97WauKO79,Powerwolf,5HFkc3t0HYETL4JeEbDB1v,201386,7zcrK2G6DKSD9TTU1aDVf9,Army Of The Night,1,0.00054,0.422,0.969,0.0,1,0.281,-3.56,0,0.0556,171.99,0.577
The Rise of Chaos,1kzfP9URLnFFCN3H0mrOFo,Accept,3JDIAtVrJdQ7GFOX26LYpv,298893,7tcBbo9I71WtmLAuzha5mN,Koolaid,47,0.000446,0.545,0.92,0.0669,11,0.375,-4.232,1,0.0306,129.032,0.332
Machine Head (Remastered),32NQ56VZDTXSH3SMv4XSGN,Deep Purple,568ZhdwyaiCyOGJRtNYhWf,340742,5MMnwYs0hIxkENRsbkWJ2G,Smoke On The Water - Remastered 2012,76,0.13,0.598,0.676,0.225,0,0.112,-9.211,1,0.0279,114.169,0.805
Dr. Feelgood,6pL7kL9cOc0DpWCq6qJtxQ,Mötley Crüe,0cc6vw3VN8YlIcvr1v7tBL,282920,7GonnnalI2s19OCQO1J7Tf,Kickstart My Heart,77,0.00111,0.474,0.977,0.00298,7,0.201,-3.839,0,0.176,89.494,0.236
Screaming For Vengeance Special 30th Anniversary Edition,55MZQrenomrTq0aQneC7Pi,Judas Priest,2tRsMl4eGxwoNabM08Dm4I,310080,4f3RDq9nYPBeR1yMSgnmBm,You've Got Another Thing Coming,66,0.00572,0.519,0.833,4.33e-06,6,0.104,-6.947,0,0.0496,138.225,0.532
"Keeper of the Seven Keys, Pt. II (Expanded Edition)",0C00ibrtAGw59osJUg5qOO,Helloween,4pQN0GB0fNEEOfQCaWotsY,280213,5VZwMq6yaFb04PCTfdNY3K,I Want Out,65,0.000333,0.477,0.859,0.000155,0,0.265,-8.625,1,0.0387,91.009,0.629
Holy Diver,1QJmLRcuIMMjZ49elafR3K,Dio,4CYeVo5iZbtYGBN4Isc3n6,252693,5qFxuUIAwJlzO60vqOiL7y,Rainbow In The Dark,65,7.06e-05,0.508,0.912,0.403,9,0.0492,-8.049,0,0.0368,117.582,0.682
Steelfactory,5wQcC9Wbwalmy7fz7IekQP,U.D.O.,2aWjaq32aRQo58dw0w8NM6,276653,57PT761NIApIzfORTkmwWU,Hungry and Angry,42,3.06e-05,0.532,0.875,0.0195,9,0.199,-5.773,1,0.0487,132.015,0.671
Great War,4y7QEwwW4QqknIE8bxnP2m,Sabaton,3o2dn2O0FCVsWDFSh8qxgG,268266,02t2XEMp8zzlOBt9lFt0EE,Great War,54,0.000483,0.509,0.937,3.03e-05,0,0.298,-5.494,0,0.0512,105.026,0.416
Life's a Bitch,6zlNESSvqvwfRqKsAkFHjn,Accept,3JDIAtVrJdQ7GFOX26LYpv,226093,1KyA5lXW7cAgMLwxRdVAu3,Life's a Bitch,49,0.000719,0.612,0.822,0.00019,9,0.14,-6.418,1,0.0428,128.018,0.686
Rhino Hi-Five: Dokken,1vSlhlbh0SW0OBMz4qkNVc,Dokken,09hNSPPOxDop4FRdr6UEnq,262000,2CURikRfaKPervqY62sYxw,Alone Again - Remastered,43,0.0204,0.296,0.665,0.000113,3,0.128,-6.952,0,0.0398,156.208,0.309
Demons Are A Girl's Best Friend,3KOXlAYb8ESt7oHM9mUK9R,Powerwolf,5HFkc3t0HYETL4JeEbDB1v,218080,2JwQ5NZzqLYyKEKJhfsItN,Demons Are A Girl's Best Friend,34,0.000532,0.468,0.933,3.36e-06,1,0.119,-4.658,0,0.0685,143.076,0.392
Down and Out,5oJdANHLwnB7wxDuoAkTOq,Savage Messiah,1kOg7VnU8brFniiq9RnR9X,239026,2mjhf9C6pE6oUkxF7mRyd7,Down and Out,30,1.49e-05,0.336,0.969,0.00445,6,0.291,-5.362,0,0.0943,124.016,0.247
The Red Baron,7GbGTUFPLT6KD1tR1KC6sG,Sabaton,3o2dn2O0FCVsWDFSh8qxgG,202333,2nb7KVajlFlcJG2mAZiDuG,The Red Baron,55,0.0257,0.404,0.97,0.0,0,0.0741,-5.853,0,0.42,95.047,0.196
Slave to the Machine,7CAykEzILsn3uIOGM5NRpo,Liv Sin,7aetQGX0sd3swXqUIWurrE,219124,2ySsqBhctUvk8eV10zHNhv,Slave to the Machine,38,0.000256,0.612,0.891,6.66e-05,2,0.102,-5.543,0,0.064,134.972,0.612
(We Make) Sweden Rock,1k8eg8tVFM6NBEdeGTUopG,Hammerfall,2o18h28enlHxj887tATc58,255526,3N56fEJqHbCpcDav9wcThU,(We make) Sweden Rock,16,0.000374,0.497,0.958,4.53e-05,0,0.27,-5.411,0,0.0589,149.985,0.384
Dominion,5lqDlYKKERiLwrIkW6qyls,Hammerfall,2o18h28enlHxj887tATc58,279727,3Ozsvtb47qZ0yzTxNTcPM0,Dominion,16,0.00028,0.574,0.917,8.14e-06,9,0.308,-5.389,1,0.0494,125.007,0.378
Sweet True Lies,1MdhPZSgzhLfCMtkJptQX3,Beast In Black,0rEuaTPLMhlViNCJrg3NEH,206563,3a61be1anmjh3hzBrQzlYn,Sweet True Lies,41,7.75e-05,0.466,0.912,0.00294,1,0.284,-5.141,0,0.0466,136.035,0.661
From Hell with Love,3aT1PLgA6MomsX7MMlNRHr,Beast In Black,0rEuaTPLMhlViNCJrg3NEH,235295,3iKSyNDGzJ3FcjXoDKqehS,From Hell with Love,51,0.000104,0.502,0.9,0.00212,4,0.161,-5.655,0,0.0482,120.066,0.552
The Final Countdown (Expanded Edition),5Jkd47JEaCU1g4DcGBnHm3,Europe,7Js6Lde8thlIHXggv2SCBz,272133,29wJiSQcze8HEmxkUQykyp,Carrie,71,0.113,0.457,0.487,2.37e-06,7,0.358,-7.112,1,0.0266,136.596,0.139
Long Cold Winter,0DGiVv0CmN2elcLYSeiXPm,Cinderella,7HL4id2U7FSDJtfKQHMgQx,354640,3vPrFUtWpKT9oNW94NDDEW,Don't Know What You Got (Till It's Gone),10,0.229,0.36,0.527,0.000792,9,0.0536,-9.883,1,0.0289,132.639,0.247
Vain Glory Opera,2T9uuvdso9EyHnHG0r3l4Z,Edguy,3AGFqPP3gt5rMSvhR87Xxu,311600,1I0oWAoXKhCp9VgLeuU9l0,Scarlet Rose,43,0.0644,0.439,0.454,8.57e-05,0,0.301,-7.401,0,0.0308,131.397,0.185
The Time of the Oath,5hx4UkhFj4gaUA0mjNr9D4,Helloween,4pQN0GB0fNEEOfQCaWotsY,234533,0B6qYQS41EcbC66r7c4DBB,Forever and One (Neverland),56,0.0575,0.176,0.726,3.01e-06,8,0.148,-7.074,0,0.0537,185.66,0.374
Heroes,3cfD8OToEXP5vC3mEyZ7u8,Sabaton,3o2dn2O0FCVsWDFSh8qxgG,206546,0psBuoxe8gA0dadvldZ1HV,To Hell And Back,55,0.00318,0.536,0.849,0.00197,0,0.104,-4.702,1,0.0616,127.002,0.305
Extreme II - Pornograffitti,7DKHQxJTI32UyCdDdGwvRC,Extreme,6w7j5wQ5AI5OQYlcM15s2L,334106,1gVgkQFOKa8Wc1HYsJtPdH,More Than Words,69,0.468,0.615,0.129,0.0,6,0.114,-14.892,1,0.0286,91.769,0.249
Psycho Circus,02fdqg15D4tA1f5c6iNK4Z,KISS,07XSN3sPlIlB2L2XNcTwJw,281373,24qpLuCW1Hv4dlv5VJxXjS,We Are One,20,0.00718,0.518,0.848,2.04e-06,10,0.271,-4.667,1,0.0367,88.992,0.43
Rebirth,2ruinOPJ9p66TuwYUoOANI,Angra,7IAXZaLTb6nkJr8RmVPn5y,317573,1hEVuE88R6SC3Q8ogis00B,Rebirth,52,0.00628,0.292,0.861,0.00194,9,0.14,-6.333,0,0.0543,147.662,0.151
Machine Head (Remastered),32NQ56VZDTXSH3SMv4XSGN,Deep Purple,568ZhdwyaiCyOGJRtNYhWf,209246,0JtcFIgrkSagrM5JdFakeO,When A Blind Man Cries - Non Album B-Side;2012 - Remaster,55,0.843,0.52,0.274,0.0165,11,0.0724,-10.661,0,0.0363,64.213,0.222
Blackbird,0Fk4lWAADmFMmuW6jp6xyE,Alter Bridge,4DWX7u8BV0vZIQSpJQQDWU,478133,2o4AknH1hXnleCRW2rH45w,Blackbird,59,0.00499,0.279,0.806,0.0126,6,0.116,-4.714,0,0.0448,149.463,0.132
W.A.S.P.,1wkHccuJCH8tFv8aE4YkOs,W.A.S.P.,3BVkDHWRvLJEyKdvhLbjsq,235920,3ROedBflJxNwhrpfuPHgbG,Sleeping (In the Fire),31,2.25e-05,0.14,0.709,1.12e-06,8,0.0778,-7.163,1,0.0364,191.613,0.218
Rock And Roll Over (Remastered Version),0SnCUvff87FWw0m9Lxp51D,KISS,07XSN3sPlIlB2L2XNcTwJw,214666,0UBURW2bWwn8bSWtU53444,Hard Luck Woman,26,0.666,0.668,0.867,0.0,11,0.22,-7.594,1,0.033,124.613,0.963
Vault: Def Leppard Greatest Hits (1980–1995),5TT3zudoEiGFg0uZ8KSZL1,Def Leppard,6H1RjVyNruCmrBEWRbD0VZ,257161,1ailMHu2DGaPR8kDSJ0XAE,When Love And Hate Collide,6,0.0366,0.489,0.554,0.0,4,0.212,-9.444,1,0.0288,68.004,0.228
Glory To The Brave,3KUQJrOnaEZRUQbLnKFrAc,Hammerfall,2o18h28enlHxj887tATc58,440240,2oeTfLVqRdveurw4nBy6GF,Glory to the brave,4,0.045,0.469,0.65,0.00111,2,0.231,-9.22,0,0.0344,123.928,0.221
Whitesnake's Greatest Hits,0Z5nu6FcdcWtmzvQ7uK0qJ,Whitesnake,3UbyYnvNIT5DFXU4WgiGpP,262560,2lESR3q3ZdMYKHYsdfK4rz,The Deeper the Love,53,0.000835,0.577,0.662,1.61e-06,9,0.0706,-7.99,1,0.0252,105.012,0.544
The Best of Bruce Dickinson,0yPd9nZ543MWHGoGHcFKRR,Bruce Dickinson,7Iffw1nP3NjCWkRIx3Ily9,320106,3aKlrWvtDCJ13npobUO5zg,Man of Sorrows - 2001 Remastered Version,50,0.0428,0.485,0.674,4.51e-05,2,0.103,-6.471,0,0.029,72.438,0.224
We Will Rise,0M79v9JpirSe4epQpkL5xC,Tungsten,529eA6ZaD8bWorDonM2wnm,204750,4DqG8CRMKIVHQ8SonkH6eH,We Will Rise,33,0.00192,0.449,0.961,0.0163,5,0.456,-3.844,0,0.0583,80.007,0.0872
Punish You,0LSHUY7MYlV7NKCs8rPD9V,Arion,0c09mxGbMHuFLpPJMY6JdA,261808,4HCkjZPT5io0NGlyaSIZpT,Punish You,37,2.13e-05,0.434,0.951,0.0281,6,0.143,-5.186,1,0.0881,99.432,0.307
Bismarck,5gtzV4Tbw1IBRkLuSE8APH,Sabaton,3o2dn2O0FCVsWDFSh8qxgG,313984,4fEcZEuKJiYitzaI5l1KY8,Bismarck,68,0.00339,0.505,0.858,0.00122,6,0.264,-5.544,0,0.0428,95.054,0.43
"The Earth, the Moon, the Sun",7C7G9aCcYI3GLqOZP1YnNy,Diviner,7kMNJQdOwnb5V30mkqg62S,321135,4zwUVVDEHuXZ8h2JZzAnvH,"The Earth, the Moon, the Sun",29,0.00116,0.533,0.965,0.00419,7,0.346,-4.375,1,0.0852,116.007,0.151
Trash,033cvSPAuSU5ArRfIgQSDU,Alice Cooper,3EhbVgyfGd7HkpsagwL9GS,270080,5XcZRgJv3zMhTqCyESjQrF,Poison,71,0.0327,0.28,0.908,8.85e-06,2,0.18,-5.509,0,0.109,118.698,0.26
The Heart From Your Hate,1e9V8qYsP51OqEynGToaxQ,Trivium,278ZYwGhdK6QTzE3MFePnP,243853,5mGxQUIVcP37KegJZxaZaa,The Heart From Your Hate,2,0.00876,0.582,0.928,5.03e-06,10,0.297,-4.659,0,0.0635,113.043,0.565
Heart Demolition,4wTUr0wtgvUdMrlQGs1Usi,DragonForce,2pH3wEn4eYlMMIIQyKPbVR,339373,6klJkAJAEmocnUZ4faKPpl,Heart Demolition,47,0.000554,0.368,0.982,1.09e-05,0,0.0435,-3.443,1,0.143,184.917,0.272
Die by the Blade,3cWywjglsOprND0106Mv1s,Beast In Black,0rEuaTPLMhlViNCJrg3NEH,194838,7G0n4t8Ul5r0BpS2lw5hYT,Die by the Blade,40,0.000931,0.552,0.864,0.0199,8,0.0856,-6.523,0,0.0375,140.986,0.898
No More Hollywood Endings,7H4gPkbdQlDM7jRTRnsnyO,Battle Beast,7k5jeohQCF20a8foBD9ize,234786,4LlEtj8I2XUhkrXFzBBtFJ,No More Hollywood Endings,51,0.000948,0.504,0.924,0.0,4,0.29,-3.466,0,0.0373,93.036,0.374
Vol. 4 (2009 Remastered Version),3iRW4cZOM90lX9Rtc2Qglh,Black Sabbath,5M52tdBnJaKSvOpJGz8mfZ,282493,4MpIwDaZdFLafMDcAx4k4q,Changes,58,0.0421,0.289,0.238,2.73e-05,0,0.109,-12.244,1,0.0326,81.264,0.187
The Great War,7FtCDX4COLE3HR2vBv7411,Sabaton,3o2dn2O0FCVsWDFSh8qxgG,211160,4zvXVO0SrMYIMHVGdOm0DA,82nd All the Way,58,0.00205,0.479,0.974,0.0,0,0.113,-5.973,0,0.22,162.034,0.352
Down To Earth,6olpeE5qTK6hkzN8PhwEBM,Ozzy Osbourne,6ZLTlhejhndI4Rh53vYhrY,284906,78PKCefXwDLbl4FVO1Pjzh,Dreamer,66,0.0629,0.493,0.636,2.49e-06,1,0.0921,-7.408,1,0.0256,79.419,0.279
Reload,6mEOyKfRASrT8SpT3C6bUT,Metallica,2ye2Wgw4gimLv2eAKyk1NB,396440,7FvS9PhfQkRRSYnw8IqWYC,The Unforgiven II,5,0.00055,0.497,0.89,0.00129,8,0.255,-4.559,0,0.0445,133.047,0.249
